,text,cleaned,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count
70,"USB-C was supposed to be our savior, yet it has made the charging landscape more complicated, confusing, and fragmented than ever.
Video; Andrew from AppleInsider.
#apple #USBC 
https://t.co/qyE7o6dd81 https://t.co/aoOtLlHPmK",usb was supposed to be our savior yet it has made the charging landscape more complicated confusing and fragmented than ever video andrew from appleinsider apple usbc ,-0.09999999999999999,0.6333333333333333,negative,0.077,0.923,0.0,-0.2911,167,27
71,"Please Click the link below
#SheHulk #jaehyun #percyjackson #HBOMax #Garcelle #Finland #KCON #Erika #Manti #Naya #RomanRemix #G1FINAL #NBA #NFL #Bitcoin #USA #America #NFTs #BTS #Sainz #Scream #Vidal #BTC #Dollar #Google #Apple #bb24 #COVID #Work #Netflix https://t.co/Nr4220QLED",please click the link below shehulk jaehyun percyjackson hbomax garcelle finland kcon erika manti naya romanremix g1final nba nfl bitcoin usa america nfts bts sainz scream vidal btc dollar google apple bb24 covid work netflix ,0.0,0.0,negative,0.071,0.868,0.061,-0.1027,226,35
72,"Please Click the link below
#SheHulk #jaehyun #percyjackson #HBOMax #Garcelle #Finland #KCON #Erika #Manti #Naya #RomanRemix #G1FINAL #NBA #NFL #Bitcoin #USA #America #NFTs #BTS #Sainz #Scream #Vidal #BTC #Dollar #Google #Apple #bb24 #COVID #Work #Netflix

https://t.co/cDX3gQWYRg",please click the link below shehulk jaehyun percyjackson hbomax garcelle finland kcon erika manti naya romanremix g1final nba nfl bitcoin usa america nfts bts sainz scream vidal btc dollar google apple bb24 covid work netflix ,0.0,0.0,negative,0.071,0.868,0.061,-0.1027,226,35
73,"Please Click the link below
#SheHulk #jaehyun #percyjackson #HBOMax #Garcelle #Finland #KCON #Erika #Manti #Naya #RomanRemix #G1FINAL #NBA #NFL #Bitcoin #USA #America #NFTs #BTS #Sainz #Scream #Vidal #BTC #Dollar #Google #Apple #bb24 #COVID #Work #Netflix
https://t.co/sBV7uhM0Zg",please click the link below shehulk jaehyun percyjackson hbomax garcelle finland kcon erika manti naya romanremix g1final nba nfl bitcoin usa america nfts bts sainz scream vidal btc dollar google apple bb24 covid work netflix ,0.0,0.0,negative,0.071,0.868,0.061,-0.1027,226,35
74,Inbox by Gmail iOS Update Finally Brings iPhone X Support. #apple #tech https://t.co/P9Hi6FsOYe https://t.co/PucYOCXmVU,inbox by gmail ios update finally brings iphone support apple tech ,0.0,1.0,positive,0.0,0.787,0.213,0.4019,67,11
75,"🔥🔥 Automated Hourly $AAPL 🍎 Sentiment Report (📈 / 📉) 🔥🔥
1. Product Series Reviews:
#iPhones 47/67
#Mac #Macbook 62/122
#iPad 65/53
#AppleWatch 64/158
#MacOS #iOS 41/25
General #Apple Products 100/122
2. Company News: 73/95
3. Social Media: 53/38
08/18/2022 12:07 UTC", automated hourly aapl sentiment report 1 product series reviews iphones 47 67 mac macbook 62 122 ipad 65 53 applewatch 64 158 macos ios 41 25 general apple products 100 122 2 company news 73 95 3 social media 53 38 08 18 2022 12 07 utc,0.04166666666666667,0.2833333333333333,neutral,0.0,1.0,0.0,0.0,236,47
76,"#apple #tech #mac - iOS VPN apps are broken, says security researcher, and Apple has known for years - https://t.co/MIcChzaeH3 -&gt; @Davidjcc_Zgz https://t.co/9lKQ0rySFH", apple tech mac ios vpn apps are broken says security researcher and apple has known for years gt zgz ,-0.4,0.4,positive,0.131,0.678,0.191,0.1027,102,19
77,"#apple #tech #mac - Pixelmator Photo moves to subscription pricing, announces Mac version - https://t.co/o1IFSdFSyh -&gt; @Davidjcc_Zgz https://t.co/F9UTjlKwcP", apple tech mac pixelmator photo moves to subscription pricing announces mac version gt zgz ,0.0,0.0,positive,0.0,0.861,0.139,0.2732,92,14
78,Meta adds new Reels features for Instagram and Facebook https://t.co/7IWdgTJcoh @hadadjus #tips #tricks #android #iOS #Apps #Technology #engineering #innovation #business #smartphone #electronics #tech #apple  #rtitbot,meta adds new reels features for instagram and facebook tips tricks android ios apps technology engineering innovation business smartphone electronics tech apple rtitbot,0.13636363636363635,0.45454545454545453,positive,0.06,0.837,0.104,0.2732,169,23
79,Razor Fade Barber Shop Milton #razorfadebarbershop1 #razorfadebarbers #c7camerabne #AEWDynamite #AlevelResultsDay2022 #ArrestChebukati #Asuuwhy #AONArsenal #AfterpayDay #alevels2022 #AnuragKashyap #AlevelResults #ArjunKapoor #AmberTurd #Anupamaa #AVFC #Apple #oraljob #OrangeArmy https://t.co/n0JWYGYSt4,razor fade barber shop milton razorfadebarbershop1 razorfadebarbers c7camerabne aewdynamite alevelresultsday2022 arrestchebukati asuuwhy aonarsenal afterpayday alevels2022 anuragkashyap alevelresults arjunkapoor amberturd anupamaa avfc apple oraljob orangearmy ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,261,24
80,"#Apple AirPods (3rd Generation) Wireless Earbuds with MagSafe Charging Case. Spatial Audio, Sweat and 
$149.00

https://t.co/YxKJjbKH1y", apple airpods 3rd generation wireless earbuds with magsafe charging case spatial audio sweat and 149 00 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,105,16
81,"There can be no even-handed treatment of #privacy that is led by a platform, but #Apple's was so nakedly commercially avaricious as to be risible. https://t.co/RR4olxK7E4",there can be no even handed treatment of privacy that is led by platform but apple was so nakedly commercially avaricious as to be risible ,0.0,0.0,negative,0.062,0.938,0.0,-0.1531,139,25
82,"#𝐍𝐞𝐰 𝐑𝐞𝐥𝐞𝐚𝐬𝐞 𝐓𝐡𝐞 𝐂𝐫𝐲𝐬𝐭𝐚𝐥 𝐊𝐞𝐲, 𝐏𝐬𝐲𝐜𝐡𝐢𝐜 𝐒𝐨𝐥𝐮𝐭𝐢𝐨𝐧𝐬 #𝟑 https://t.co/4jNKCi7fVg
It's a #mystery Evie is determined to solve, but she needs a ghost's help to do it. #Apple @AppleBooks  #romancebooks #romancebooks #romanticsupsense #Apple Books https://t.co/Q7m7USMTkP", it a mystery evie is determined to solve but she needs ghost help to do it apple romancebooks romancebooks romanticsupsense apple books ,0.0,0.0,positive,0.111,0.639,0.25,0.4019,137,22
83,"Well now the #iPhone14 is costing more, will the Apple Sheep start trading their kidneys for one?

#Apple #iPhone #AppleSheep https://t.co/WgUdcIWRLB",well now the iphone14 is costing more will the apple sheep start trading their kidneys for one apple iphone applesheep ,0.5,0.5,positive,0.0,0.9,0.1,0.2732,119,20
84,"#pASob_dESiGN Individual #Cases on @Zazzle

👉  follow the link in Bio 👈

#individual #accessories #case #thatsdarling #gift #smartphone #apple #mobile #technology #Baroque #wallpaper #Flower #bouquet #CaseMate #iPhoneCase #Zazzle #phone #phonecase #grey https://t.co/XyfbC2Xb2k", pasob design individual cases on follow the link in bio individual accessories case thatsdarling gift smartphone apple mobile technology baroque wallpaper flower bouquet casemate iphonecase zazzle phone phonecase grey ,-0.016666666666666666,0.3,positive,0.0,0.868,0.132,0.4767,219,29
85,Want to find out more about #Unity by @shibadogelive Join us on https://t.co/Q7F8PP2vCW or download our #MobileApp from @GooglePlay or @Apple #Apple #iOS #iPadpro #Androidエンジニア #Android https://t.co/jzjCiVNIA3,want to find out more about unity by join us on or download our mobileapp from or apple ios ipadpro android android ,0.5,0.5,positive,0.0,0.851,0.149,0.3612,116,22
86,"Wait, When Did Everyone Start Using Apple Pay? - How the Apple Wallet slowly but surely conquered payments #epayments #payments #future #mobile #transactions #digital #Apple #mobility #adoption #technology #strategy #business ⁦@WSJ⁩ #trends #change  https://t.co/9eNFdK4tE8",wait when did everyone start using apple pay how the apple wallet slowly but surely conquered payments epayments payments future mobile transactions digital apple mobility adoption technology strategy business trends change ,0.04999999999999999,0.3534722222222222,positive,0.035,0.852,0.113,0.5647,224,31
87,"#News #Apple #IOS5 VPNs for iOS Are Broken and Apple Knows It, Says Security Researcher https://t.co/0LOT0fKmzI https://t.co/tncmHyng4I", news apple ios5 vpns for ios are broken and apple knows it says security researcher ,-0.4,0.4,negative,0.168,0.703,0.13,-0.1779,85,15
88,"@ASB_YT If I HAD to choose  one of those two, it would be a #Apple for the speed and ease of setup.  But, my real choice would be the #PinePhone from @thepine64, because I value both my privacy &amp; security.  #Google and #Apple are the antithesis of privacy.", yt if had to choose one of those two it would be apple for the speed and ease of setup but my real choice would be the pinephone from because value both my privacy amp security google and apple are the antithesis of privacy ,0.2,0.30000000000000004,positive,0.0,0.838,0.162,0.7876,225,44
89,"Clean the AirPods👇
#Apple #AirPods #AirPodsPro 
Credit to-appledsign https://t.co/16t25qZBkJ",clean the airpods apple airpods airpodspro credit to appledsign ,0.3666666666666667,0.7000000000000001,positive,0.0,0.569,0.431,0.6486,64,9
90,"According to Mark Gurman of Bloomberg, here's when the iPhone 14 will be launched: https://t.co/XqykOYJkAq

#TweetBytes #iPhone14 #iPhone #Apple 
📷Apple https://t.co/IQhaKrHBmb",according to mark gurman of bloomberg here when the iphone 14 will be launched tweetbytes iphone14 iphone apple apple ,0.0,0.0,positive,0.0,0.923,0.077,0.128,118,19
91,"🎙Do you like #audiobooks? A new #audiobook just hit the market!🔊

#book #books #goodreads #BookTwitter #audible #kindle #apple #bookstagram #goodbook #read #readingcommunity #writingcommunity #bookrecommendations #booktwt #roadtrip #reading #booktok #bookcommunity #bookclub https://t.co/QXPt29CTOt", do you like audiobooks new audiobook just hit the market book books goodreads booktwitter audible kindle apple bookstagram goodbook read readingcommunity writingcommunity bookrecommendations booktwt roadtrip reading booktok bookcommunity bookclub ,0.13636363636363635,0.45454545454545453,positive,0.0,0.918,0.082,0.3612,248,29
92,"#GoogleMeet gets client-side encryption for enterprise workspace users

#YouTube adds new prompts for #shortscontent 

Only 1% of #netflix subscribers are playing its games

#Apple #Amazon in talks to acquire #streamingrights to the #BigTenConference https://t.co/INn5xlefpZ", googlemeet gets client side encryption for enterprise workspace users youtube adds new prompts for shortscontent only 1 of netflix subscribers are playing its games apple amazon in talks to acquire streamingrights to the bigtenconference ,0.06818181818181818,0.7272727272727273,positive,0.0,0.899,0.101,0.3612,239,34
93,"Dark #comedies like #Netflix's #DeadtoMe and #HBOMax The #Flight #Attendant have been executed so well. And we expect #Apple TV+'s upcoming new #series.
This post was fact checked by #Oigetit

https://t.co/L2AXdH7HSy https://t.co/cx2pBi1WsC",dark comedies like netflix deadtome and hbomax the flight attendant have been executed so well and we expect apple tv upcoming new series this post was fact checked by oigetit ,0.062121212121212126,0.4181818181818182,positive,0.0,0.773,0.227,0.787,176,30
94,"Apple releases new software updates for iPhones, iPads &amp; Macs to fix two security vulnerabilities known by the tech giant to be actively exploited by attackers.

#Apple #AppleiOS #iPad

https://t.co/6SsjvzWrBn",apple releases new software updates for iphones ipads amp macs to fix two security vulnerabilities known by the tech giant to be actively exploited by attackers apple appleios ipad ,0.0010101010101010073,0.6848484848484849,negative,0.224,0.649,0.127,-0.5574,181,29
95,"$REED Reed’s Partners With Sprouts Farmers Market To Unveil New Limited-Edition Reed’s® Harvest Spiced Apple Cider Swing-lid Bottle

#apple

Stock News Alerts In Bio", reed reed partners with sprouts farmers market to unveil new limited edition reed harvest spiced apple cider swing lid bottle apple stock news alerts in bio,0.032467532467532464,0.2987012987012987,negative,0.071,0.929,0.0,-0.2263,157,26
96,"🔥🔥🔥https://t.co/CEAzjeMXRV🔥🔥🔥
💫💫G O  S H O P P I N G  N O W💫💫
Photography 📸: @bennybekro 
Team: “ €reate U “
Fashion: @artbekro 
.
.
Check out New Music 🚨Out Now‼️ “ After Dinner “ by @don_prynce ☀️🌻 #Spotify #apple #tidal #love #SoundCloud #beyourself #loveyou https://t.co/oreK4mSfn1", o h p i g o photography team reate fashion check out new music out now after dinner by prynce spotify apple tidal love soundcloud beyourself loveyou ,0.3181818181818182,0.5272727272727272,positive,0.0,0.826,0.174,0.6369,150,27
97,"$REED Reed’s Partners with Sprouts Farmers Market to Unveil New Limited-Edition Reed’s® Harvest Spiced Apple Cider Swing-lid Bottle
https://t.co/9UOCqMfLwv

#apple", reed reed partners with sprouts farmers market to unveil new limited edition reed harvest spiced apple cider swing lid bottle apple,0.032467532467532464,0.2987012987012987,negative,0.087,0.913,0.0,-0.2263,132,21
98,"For a LIMITED TIME #DISCOUNT 
AND #FREE Shipping Worldwide

#Bags
#Shoes
#SmartWatch 

AND MORE

https://t.co/JB7skChqfl
#Twitter #Instagram #Facebook #YouTube #Google #Apple #Fashion #Style #Model #WWE #FIFA #UFC #NBA",for limited time discount and free shipping worldwide bags shoes smartwatch and more twitter instagram facebook youtube google apple fashion style model wwe fifa ufc nba,0.2761904761904762,0.48095238095238096,positive,0.065,0.822,0.113,0.34,169,26
99,Apple AirPods Pro 2 — everything we know so far https://t.co/r3K8CNglv3 via @GeekTech_App #geektech #technewsapp #Tom's_Guide  #Apple,apple airpods pro 2 everything we know so far via app geektech technewsapp tom guide apple,0.1,1.0,neutral,0.0,1.0,0.0,0.0,90,16
100,#NowPlaying: The Secret Teachings - Raid for the Machine - Listen on #Alexa #Android and #Apple https://t.co/Acdz3SE0Bb, nowplaying the secret teachings raid for the machine listen on alexa android and apple ,-0.4,0.7,neutral,0.0,1.0,0.0,0.0,88,14
101,"Looks like the #Apple #iPhone14 event is happening on a #Wednesday (#September7) this year! @madebygoogle, hopefully we're also getting the #googlepixel7 event also in September! 🙏",looks like the apple iphone14 event is happening on wednesday september7 this year hopefully we re also getting the googlepixel7 event also in september ,0.0,0.0,positive,0.0,0.809,0.191,0.6369,153,24
102,"Don’t let a broken iPod disturb your music streaming experience. We at @GadgetWorks provide quick and cost-effective iPod repair solutions for all kinds of iPods. 

To know more, give us a call at 📞 - +12245210089 or visit your nearest @GadgetWorks store today! 

 #apple #ipad https://t.co/CXEj9v7EBl",don let broken ipod disturb your music streaming experience we at provide quick and cost effective ipod repair solutions for all kinds of ipods to know more give us call at 12245210089 or visit your nearest store today apple ipad ,0.2583333333333333,0.55,negative,0.124,0.773,0.103,-0.25,230,40
